experiment_cohort,day_of_experiment,device_type,gender,region,age,total_artists_last_100_days,minutes_listening_during_experiment,user_id
treatment,17,tablet,M,south,41.9,138,22.2,237585145
control,17,tablet,M,south,28.3,96,37.3,542390925
treatment,19,tablet,M,south,39.1,98,30.4,396785311
control,19,tablet,M,south,21.1,73,31.8,521595861
treatment,20,tablet,M,south,30.3,163,42.2,442459062
treatment,20,tablet,M,south,26.8,27,36.3,77179761
treatment,25,tablet,M,south,36,55,93.2,529907326
control,25,tablet,M,south,32.7,165,36.4,409891937
treatment,26,tablet,M,south,29.8,42,61.3,562543292
control,26,tablet,M,south,31,100,32.9,656041479
control,3,tablet,M,midwest,18,105,43.6,478364350
treatment,7,tablet,M,midwest,27.5,47,54.5,103229768
control,10,tablet,M,midwest,19.7,82,44.2,426292005
control,12,tablet,M,midwest,19.5,45,26.3,393123655
control,19,tablet,M,midwest,25.2,36,35.5,707430555
treatment,25,tablet,M,midwest,30,82,73.4,386993411
control,25,tablet,M,midwest,25.7,123,29.3,659814752
control,27,tablet,M,midwest,30.9,70,50.7,75963994
treatment,1,tablet,M,northeast,23.6,114,60.9,690391268
treatment,2,tablet,M,northeast,49.2,31,48.9,663177239
treatment,3,tablet,M,northeast,19.7,62,48.5,192529527
control,4,tablet,M,northeast,18.8,44,42.9,137845556
control,5,tablet,M,northeast,24.9,87,59.6,441525818
treatment,6,tablet,M,northeast,35.6,55,66.6,417380431
control,7,tablet,M,northeast,44.1,94,30.4,134600179
treatment,8,tablet,M,northeast,27.8,62,27.9,328912497
control,9,tablet,M,northeast,27.2,58,22.3,683240101
control,11,tablet,M,northeast,45.8,140,54.4,180350304
treatment,13,tablet,M,northeast,40.7,76,135.8,111197273
treatment,15,tablet,M,northeast,22.9,135,58.4,340317039
control,15,tablet,M,northeast,23.3,55,23.4,626327867
control,16,tablet,M,northeast,29,83,27.5,331757314
control,16,tablet,M,northeast,33.3,96,26.5,325521708
control,20,tablet,M,northeast,19.2,78,49.4,253527770
control,23,tablet,M,northeast,41.5,65,38.8,635497030
control,23,tablet,M,northeast,18.8,91,52.4,534891659
control,24,tablet,M,northeast,23.4,57,38.5,149698986
control,25,tablet,M,northeast,47.7,86,106.5,509946920
control,25,tablet,M,northeast,24.5,69,27.8,344884855
control,25,tablet,M,northeast,36.1,79,54.3,597011284
control,26,tablet,M,northeast,35.5,11,41,558034471
control,28,tablet,M,northeast,29.1,75,32.4,224667123
treatment,2,tablet,M,west,26.4,79,82.5,551514180
control,3,tablet,M,west,19,188,35.5,624691453
control,6,tablet,M,west,44.4,120,37.7,113102465
treatment,17,tablet,M,west,43.5,65,40.5,373432053
control,19,tablet,M,west,25.9,19,47.8,377443234
control,19,tablet,M,west,35,117,34.2,146843136
control,20,tablet,M,west,32.6,19,30.1,596865062
control,20,tablet,M,west,25.3,113,34.4,515276703
treatment,22,tablet,M,west,34.6,172,72.6,290571538
treatment,24,tablet,M,west,25.9,66,96.8,254048254
treatment,24,tablet,M,west,20.2,114,86,370093301
control,24,tablet,M,west,28.6,39,37.8,673207063
treatment,25,tablet,M,west,35.3,70,33.9,230224834
control,25,tablet,M,west,19.6,108,34.2,90587233
control,25,tablet,M,west,21.5,99,47.5,681754688
treatment,27,tablet,M,west,32.6,109,44.7,282126868
treatment,27,tablet,M,west,32.4,89,35.2,265025539
control,2,tablet,M,south,26.3,96,41.9,482737709
treatment,3,tablet,M,south,26.8,71,110.7,265405995
control,6,tablet,M,south,42.4,127,30.1,508486127
treatment,7,tablet,M,south,34.8,130,62.3,617036909
treatment,7,tablet,M,south,23.7,53,63.3,437276793
control,15,tablet,M,south,19,49,30.1,597760206
control,19,tablet,M,south,29.1,79,35.8,334055351
control,22,tablet,M,south,27.8,73,45.7,231510090
control,23,tablet,M,south,41.6,42,39,471026067
treatment,24,tablet,M,south,34,162,99.8,412491222
treatment,24,tablet,M,south,19.9,57,73.4,243132472
control,24,tablet,M,south,45.3,31,44.7,335240566
control,24,tablet,M,south,31.4,47,22.6,376942085
control,25,tablet,M,south,22.3,28,58.5,439536371
control,27,tablet,M,south,29.3,53,73.6,101118391
treatment,28,tablet,M,south,27.3,58,47.4,664316886
control,1,tablet,M,midwest,45.7,120,44.4,294202135
control,2,tablet,M,midwest,19.1,100,44.3,296989462
control,4,tablet,M,midwest,45.7,39,42.9,335370408
treatment,5,tablet,M,midwest,21.3,100,71,133427782
treatment,6,tablet,M,midwest,29.2,57,48.5,155905572
treatment,7,tablet,M,midwest,23.1,170,17.6,287995399
control,7,tablet,M,midwest,18.6,73,43.9,366930082
control,8,tablet,M,midwest,24.5,73,22.6,275699326
control,10,tablet,M,midwest,37.4,88,25.9,223047453
treatment,12,tablet,M,midwest,18.2,205,42.5,485039307
control,12,tablet,M,midwest,39.8,137,21.2,190074684
control,15,tablet,M,midwest,102,74,43.6,585818414
treatment,17,tablet,M,midwest,29,25,65.3,344726047
treatment,23,tablet,M,midwest,30,54,72.1,116596872
treatment,24,tablet,M,midwest,33.7,96,80,421903789
control,24,tablet,M,midwest,19.3,118,31.8,551745545
treatment,27,tablet,M,midwest,24.1,139,71.9,265464488
control,2,tablet,M,northeast,36,182,36.1,634982297
control,6,tablet,M,northeast,26.6,81,41.4,288540261
treatment,8,tablet,M,northeast,20.4,40,70.2,699577931
control,8,tablet,M,northeast,20.2,66,31.3,567176164
treatment,9,tablet,M,northeast,33.5,198,46.4,209278077
control,9,tablet,M,northeast,29.9,165,55.8,564062779
control,11,tablet,M,northeast,36.5,96,36.6,452883906
control,11,tablet,M,northeast,38.7,77,34.6,215269251
control,12,tablet,M,northeast,28.1,80,19.6,613503428
treatment,14,tablet,M,northeast,30.2,50,56.5,586631716
treatment,14,tablet,M,northeast,34.7,46,32.7,334595998
control,15,tablet,M,northeast,29.8,133,54.3,579174510
treatment,16,tablet,M,northeast,30.7,72,67.3,448720544
control,18,tablet,M,northeast,32.9,81,32.8,129854515
control,19,tablet,M,northeast,37.4,37,82.1,656128664
treatment,21,tablet,M,northeast,41.2,97,80.7,315299174
treatment,22,tablet,M,northeast,37.7,102,83.7,580046463
treatment,22,tablet,M,northeast,25.9,45,34.9,479602679
treatment,23,tablet,M,northeast,33.4,19,51.4,526749276
treatment,23,tablet,M,northeast,55.5,103,32.3,443068697
control,23,tablet,M,northeast,22.8,33,49.3,260266453
control,24,tablet,M,northeast,25.1,60,48.7,626954088
treatment,25,tablet,M,northeast,23.1,68,56.8,141617264
control,1,tablet,M,west,21.1,39,18.8,381061746
treatment,3,tablet,M,west,22.7,149,89.6,353859235
control,3,tablet,M,west,36.2,47,95,599216255
treatment,4,tablet,M,west,22.8,48,82.6,326403633
treatment,6,tablet,M,west,38.7,58,70,339406971
treatment,10,tablet,M,west,39.7,149,63.7,527704396
control,11,tablet,M,west,29,100,36.6,491401934
control,16,tablet,M,west,30.2,13,33.6,411172490
control,18,tablet,M,west,26.9,68,52.8,404025727
control,19,tablet,M,west,18.4,105,38.8,368450276
control,20,tablet,M,west,40,65,28.3,104134034
treatment,21,tablet,M,west,30.7,113,87.9,228497836
treatment,22,tablet,M,west,32.5,80,46.1,120958759
control,22,tablet,M,west,38.8,79,42.4,135486831
treatment,24,tablet,M,west,28.6,90,78.9,214332661
control,24,tablet,M,west,39.5,133,39.4,684150681
treatment,25,tablet,M,west,18.7,45,77.6,519912832
control,25,tablet,M,west,48.2,63,84.6,277474445
control,25,tablet,M,west,18.3,66,33.6,167784928
control,27,tablet,M,west,23.7,41,81.7,345756801
control,28,tablet,M,west,25,86,45.4,606382081
treatment,4,tablet,M,south,30.3,222,41.8,491923448
control,6,tablet,M,south,40.9,104,97.8,351678292
control,9,tablet,M,south,25.1,81,44.7,476252355
control,10,tablet,M,south,45.8,122,33.8,321107359
treatment,11,tablet,M,south,36.6,105,40.3,705197412
control,11,tablet,M,south,24,230,33.5,461372469
treatment,12,tablet,M,south,33.2,69,29.6,292613016
treatment,14,tablet,M,south,27.3,128,69.6,649741267
control,16,tablet,M,south,32.9,83,34.2,207154140
control,17,tablet,M,south,32.1,104,36.6,533067673
control,19,tablet,M,south,28.5,93,34.8,568066930
control,21,tablet,M,south,38.6,120,34,248295037
treatment,23,tablet,M,south,28.2,72,103.7,373395247
treatment,23,tablet,M,south,22.2,36,85.3,677697363
control,23,tablet,M,south,27.9,38,38.9,249492572
control,24,tablet,M,south,20.9,70,26.6,110846195
control,24,tablet,M,south,23.8,51,43.9,375095315
treatment,25,tablet,M,south,21.3,110,81.1,131003896
control,26,tablet,M,south,38.8,79,39.5,368629519
control,27,tablet,M,south,18.7,94,42.2,400223279
control,28,tablet,M,south,32,58,40.1,131243784
control,14,tablet,M,midwest,38.8,120,48.1,651729113
treatment,18,tablet,M,midwest,38.5,110,42.5,347392761
treatment,21,tablet,M,midwest,19.3,142,106,303250198
control,22,tablet,M,midwest,36.6,105,36.2,704146522
control,25,tablet,M,midwest,37.9,59,37.9,470313468
control,26,tablet,M,midwest,25.2,35,32.9,251196700
control,27,tablet,M,midwest,37.3,48,31.7,376398199
control,1,tablet,M,northeast,20.1,129,43.3,609798518
control,2,tablet,M,northeast,26.1,33,26,664979651
control,2,tablet,M,northeast,27.3,78,52.3,197421844
control,3,tablet,M,northeast,22,40,36.8,358124738
control,4,tablet,M,northeast,21.1,56,53.9,375194631
control,5,tablet,M,northeast,29.3,168,36.8,705244197
control,5,tablet,M,northeast,44.4,93,39.1,153558712
control,7,tablet,M,northeast,26.8,180,41.7,613561978
treatment,9,tablet,M,northeast,26.7,26,57.1,511977369
control,10,tablet,M,northeast,33.1,99,34,115337139
control,10,tablet,M,northeast,23.2,47,32.3,148313437
control,13,tablet,M,northeast,23.1,54,29.7,702394982
treatment,14,tablet,M,northeast,41.9,67,33.2,698506026
control,14,tablet,M,northeast,43.2,104,46.7,630881632
treatment,15,tablet,M,northeast,22.5,38,109.8,224527633
control,16,tablet,M,northeast,21.1,87,37.2,708165222
control,17,tablet,M,northeast,21,157,78.3,361818808
control,18,tablet,M,northeast,24.9,33,40.8,253985704
treatment,19,tablet,M,northeast,20.5,39,41.7,361797365
control,19,tablet,M,northeast,33.4,40,30.2,563928422
control,20,tablet,M,northeast,30.1,157,31.2,218372701
control,21,tablet,M,northeast,32.1,100,40,294757515
control,21,tablet,M,northeast,18.8,56,47.8,620807924
control,21,tablet,M,northeast,22.4,111,49.8,149012577
control,22,tablet,M,northeast,33.7,125,41.5,307674712
control,22,tablet,M,northeast,22.7,78,25.4,399318328
treatment,23,tablet,M,northeast,21.6,66,83.2,441330718
treatment,23,tablet,M,northeast,20.6,100,68.2,144811284
treatment,25,tablet,M,northeast,28,132,101.7,234151436
control,25,tablet,M,northeast,35.2,82,25.7,453380636
treatment,26,tablet,M,northeast,26.3,17,46.4,78222849
control,27,tablet,M,northeast,28.3,46,35.4,128640140
control,27,tablet,M,northeast,29.1,73,55.2,701834049
treatment,28,tablet,M,northeast,26.1,56,89.6,638892549
control,28,tablet,M,northeast,40.8,60,29.8,492376555
control,2,tablet,M,west,33.2,27,25.2,305175406
treatment,5,tablet,M,west,50.8,53,26.1,364849062
control,6,tablet,M,west,29.3,85,43.4,550208697
control,6,tablet,M,west,46.2,113,36.3,146042247
control,9,tablet,M,west,30.2,45,51.2,279191879
control,10,tablet,M,west,42.1,48,37,585977070
control,10,tablet,M,west,28.1,94,26,380603615
treatment,11,tablet,M,west,24.9,95,85,329276127
treatment,14,tablet,M,west,27.4,30,6.2,631493522
treatment,15,tablet,M,west,26.5,47,55.5,628874925
control,15,tablet,M,west,31.9,121,111.8,118499830
treatment,18,tablet,M,west,21.2,63,38.3,376989725
control,19,tablet,M,west,20.6,24,33.9,644980460
treatment,21,tablet,M,west,20.8,82,41.4,236105918
control,22,tablet,M,west,21.9,64,37,570650195
treatment,27,tablet,M,west,27.6,48,47.7,560531536
control,27,tablet,M,west,25.6,115,36.5,319913457
treatment,28,tablet,M,west,35.4,115,96.6,403248877
control,28,tablet,M,west,25.2,34,53.3,458368171
control,1,tablet,M,south,22.1,72,46.9,256820747
control,3,tablet,M,south,21.4,79,28,97053529
treatment,5,tablet,M,south,46.5,111,36.2,306565210
control,6,tablet,M,south,19,74,33.3,363774480
treatment,8,tablet,M,south,38.9,144,85.3,458330297
control,10,tablet,M,south,22.8,124,48.8,369307545
treatment,11,tablet,M,south,26.3,94,67.9,408449538
treatment,12,tablet,M,south,34.2,131,57.6,518641480
treatment,14,tablet,M,south,35.6,84,74.4,378255453
treatment,14,tablet,M,south,31.3,97,60,351207450
control,14,tablet,M,south,35.2,66,46.9,85434409
treatment,15,tablet,M,south,33.3,156,60.6,278498525
control,16,tablet,M,south,30.5,92,36.4,626878699
treatment,21,tablet,M,south,33.2,40,65.6,88297836
control,21,tablet,M,south,36.4,104,43.4,75952014
control,21,tablet,M,south,22,65,41.7,229567521
treatment,22,tablet,M,south,34.8,156,66.6,217997868
treatment,22,tablet,M,south,21,119,27.2,315687101
control,22,tablet,M,south,24.1,42,45,137159916
treatment,23,tablet,M,south,25.2,64,74.6,476274524
treatment,24,tablet,M,south,18,119,68.9,651454237
treatment,24,tablet,M,south,22.1,122,42.2,474467089
control,1,tablet,M,midwest,25.2,75,48.6,350629625
treatment,2,tablet,M,midwest,42.7,86,72.1,571545972
control,3,tablet,M,midwest,49.3,87,45.6,383988015
control,6,tablet,M,midwest,32,159,27.9,312342019
control,9,tablet,M,midwest,31.6,83,29.3,512622889
treatment,10,tablet,M,midwest,40.6,45,62.2,187629311
treatment,10,tablet,M,midwest,21,122,99.2,533047365
treatment,14,tablet,M,midwest,20.8,117,97.1,148042279
control,19,tablet,M,midwest,32.1,83,34.5,494604890
control,21,tablet,M,midwest,26.1,29,37.9,150672518
control,26,tablet,M,midwest,24,114,37.5,300832838
control,27,tablet,M,midwest,25.7,82,35.8,511831092
treatment,2,tablet,M,northeast,27.9,23,37,210627033
control,3,tablet,M,northeast,19.1,74,50.7,536728611
treatment,4,tablet,M,northeast,20,66,38.1,388586237
control,8,tablet,M,northeast,32,49,29.4,595785516
control,8,tablet,M,northeast,34.1,86,48.9,540159133
control,8,tablet,M,northeast,24,79,47.7,433807651
control,9,tablet,M,northeast,30.5,106,27.3,238967867
control,10,tablet,M,northeast,28.4,27,48.9,82019872
control,12,tablet,M,northeast,26.7,87,27,405585493
treatment,13,tablet,M,northeast,38.7,39,44.3,322960596
treatment,13,tablet,M,northeast,44.3,96,61.7,210294928
control,15,tablet,M,northeast,31.4,94,28.2,590702076
treatment,16,tablet,M,northeast,21.6,135,67.5,467978910
control,16,tablet,M,northeast,25,44,39.3,192742665
treatment,22,tablet,M,northeast,19.1,100,54.4,628791573
treatment,22,tablet,M,northeast,33.9,60,24.2,303966610
control,23,tablet,M,northeast,43.3,29,23.8,253623235
control,23,tablet,M,northeast,42.6,197,34.8,349508509
control,24,tablet,M,northeast,26.2,49,41.8,275496443
control,24,tablet,M,northeast,31.3,125,34.9,170362300
control,24,tablet,M,northeast,23,177,25.4,642370279
control,25,tablet,M,northeast,27.8,79,41.1,649192902
treatment,27,tablet,M,northeast,29.5,95,75.7,681191193
control,27,tablet,M,northeast,25.1,71,29,587996509
control,27,tablet,M,northeast,25.4,116,42.1,297430873
treatment,1,tablet,M,west,28.9,63,43.8,186248075
treatment,2,tablet,M,west,24.8,92,89,447333154
treatment,3,tablet,M,west,38,47,34.8,613525712
control,5,tablet,M,west,28.2,188,30.7,508318034
treatment,6,tablet,M,west,37.1,90,73.5,472043666
treatment,6,tablet,M,west,28.2,97,49,382390514
control,8,tablet,M,west,24.3,128,30.5,486797036
control,13,tablet,M,west,24.4,51,33,361701422
control,16,tablet,M,west,32.6,33,53,706193848
control,17,tablet,M,west,24.3,30,57.2,305797832
treatment,18,tablet,M,west,23.1,64,39.6,225369459
treatment,19,tablet,M,west,19.9,44,95.4,505824760
control,19,tablet,M,west,42.5,75,35.8,427804988
control,21,tablet,M,west,36.4,86,32.8,122132180
treatment,22,tablet,M,west,26.6,93,72.9,651979268
control,22,tablet,M,west,35.9,80,34.6,153584539
treatment,23,tablet,M,west,22.5,145,52,637120802
treatment,24,tablet,M,west,29.3,116,63.3,630174170
control,25,tablet,M,west,24.7,149,45.7,631480282
treatment,27,tablet,M,west,50.1,80,77.8,677285836
treatment,27,tablet,M,west,43.6,57,70.1,535533007
control,2,tablet,M,south,34.2,71,39.4,211832466
control,2,tablet,M,south,27.8,65,37.5,411744176
control,6,tablet,M,south,22.5,52,32.7,559484778
control,8,tablet,M,south,19.7,113,18.1,428551903
treatment,10,tablet,M,south,21.6,110,69.4,133522338
treatment,10,tablet,M,south,37.1,90,56.4,128899022
control,10,tablet,M,south,25.3,110,30.8,249498856
treatment,11,tablet,M,south,26.5,65,70.8,602785199
control,12,tablet,M,south,24.2,113,39.4,118513345
control,13,tablet,M,south,28.6,91,47.1,175711293
control,14,tablet,M,south,30.8,198,35.3,583306842
treatment,15,tablet,M,south,22.6,141,44.6,353134717
control,16,tablet,M,south,34.1,107,27.5,511163190
treatment,17,tablet,M,south,35.1,47,15.9,542545002
control,17,tablet,M,south,32.3,123,35.2,401829072
control,18,tablet,M,south,27.4,88,36.3,474719513
control,19,tablet,M,south,26.4,152,34.8,475315288
control,19,tablet,M,south,22,80,47.1,593220321
control,19,tablet,M,south,22.9,62,54.2,317341737
control,20,tablet,M,south,27.4,57,22,654949684
treatment,21,tablet,M,south,34.1,55,69.4,307953277
control,21,tablet,M,south,30.5,215,28.4,279562947
treatment,22,tablet,M,south,23.3,66,38.3,237941104
control,23,tablet,M,south,32.6,149,71.6,580071049
control,23,tablet,M,south,22,123,24.7,339311958
treatment,24,tablet,M,south,28.5,69,36.5,306139201
treatment,26,tablet,M,south,26.9,69,64.4,312184233
control,27,tablet,M,south,33.1,88,59.9,353338945
treatment,7,tablet,M,midwest,39.6,107,92.2,541563165
control,8,tablet,M,midwest,18.7,103,42.8,244493735
control,13,tablet,M,midwest,30.9,49,26.4,512511608
treatment,14,tablet,M,midwest,18.8,91,81.6,353111387
treatment,16,tablet,M,midwest,32.8,29,70.7,451723446
control,18,tablet,M,midwest,28.6,78,21.7,100551199
control,20,tablet,M,midwest,22.9,84,40.3,305287138
control,20,tablet,M,midwest,22.9,96,26.1,315910808
treatment,21,tablet,M,midwest,31.7,90,50.9,111987176
treatment,27,tablet,M,midwest,19.1,83,114.4,533940126
control,1,tablet,M,northeast,24.1,76,40.1,535923935
control,5,tablet,M,northeast,39.1,44,42.8,321995687
control,6,tablet,M,northeast,22.1,49,15.8,417294805
treatment,7,tablet,M,northeast,27.6,26,79.4,241393786
control,9,tablet,M,northeast,31.8,105,30.4,225468139
control,9,tablet,M,northeast,38.2,48,23.2,448147131
control,9,tablet,M,northeast,27.9,38,44.9,154278258
control,10,tablet,M,northeast,28.1,34,29.7,220864338
treatment,11,tablet,M,northeast,31.7,69,46.2,226626918
control,11,tablet,M,northeast,21,120,23.7,274958175
control,13,tablet,M,northeast,23.4,33,56.8,432771647
treatment,15,tablet,M,northeast,18.6,182,80.2,522912990
treatment,16,tablet,M,northeast,26.5,34,43.3,559650596
control,17,tablet,M,northeast,38,69,39.7,517922240
control,17,tablet,M,northeast,32.7,144,27,575817522
control,18,tablet,M,northeast,39.9,180,13.9,614654701
control,18,tablet,M,northeast,24.9,88,29.9,548225903
treatment,20,tablet,M,northeast,32.3,58,73.7,662605356
treatment,20,tablet,M,northeast,29.1,120,89.1,108990623
treatment,21,tablet,M,northeast,24.5,61,109.1,686764044
treatment,24,tablet,M,northeast,21.4,49,91.1,472117763
treatment,25,tablet,M,northeast,23.5,51,30.5,103769270
control,26,tablet,M,northeast,19.2,55,33.8,616971202
control,27,tablet,M,northeast,22.7,34,48.2,664157492
treatment,28,tablet,M,northeast,18.2,114,64.1,534625361
control,28,tablet,M,northeast,45.6,172,99.1,669507471
control,28,tablet,M,northeast,22.1,88,29.6,397812115
control,5,tablet,M,west,26.6,56,8.6,316746261
control,6,tablet,M,west,19.5,35,45.7,434978511
control,8,tablet,M,west,22.2,97,34.9,287782610
control,9,tablet,M,west,38.8,69,36.8,115948476
control,12,tablet,M,west,21.4,104,41.9,478970983
control,13,tablet,M,west,34.8,88,42.4,458968779
control,15,tablet,M,west,25.5,37,23.8,523817292
treatment,16,tablet,M,west,26.2,166,38.3,525825433
treatment,17,tablet,M,west,22.1,174,34.6,613236428
control,18,tablet,M,west,24,53,39.6,610843297
control,20,tablet,M,west,27.8,180,21.8,374235781
control,20,tablet,M,west,33.3,45,28.1,223507692
treatment,21,tablet,M,west,42.7,202,133.9,375814877
treatment,22,tablet,M,west,20.8,126,77.6,569002355
